id,label
0,0.8125
1,0.4375
2,0.8125
3,0.40625
4,0.40625
5,0.78125
6,0.5625
7,0.4375
8,0.9375
9,0.875
10,0.90625
11,0.40625
12,0.5
13,0.5
14,0.4375
15,0.6875
16,0.40625
17,0.5
18,0.5625
19,0.375
20,0.4375
21,0.96875
22,0.78125
23,1
24,0.40625
25,0.78125
26,0.625
27,0.9375
28,0.75
29,0.46875
30,0.625
31,0.625
32,0.65625
33,0.875
34,0.65625
35,0.40625
36,0.71875
37,0.71875
38,0.59375
39,0.84375
40,0.9375
41,0.5625
42,0.375
43,1
44,0.75
45,0.40625
46,0.59375
47,0.5625
48,0.6875
49,0.90625
50,0.40625
51,0.46875
52,0.5
53,0.40625
54,0.8125
55,0.40625
56,0.71875
57,0.5
58,0.5
59,0.40625
60,0.96875
61,0.40625
62,0.59375
63,0.78125
64,0.84375
65,0.96875
66,0.9375
67,0.90625
68,0.5625
69,0.625
70,0.46875
71,0.625
72,0.625
73,0.53125
74,0.4375
75,0.8125
76,0.46875
77,0.40625
78,0.40625
79,0.90625
80,1
81,0.90625
82,0.8125
83,0.71875
84,0.4375
85,0.8125
86,0.40625
87,0.75
88,0.40625
89,0.96875
90,0.5625
91,0.9375
92,0.71875
93,0.625
94,0.5625
95,0.65625
96,0.78125
97,0.6875
98,0.6875
99,0.4375
100,0.40625
101,0.53125
102,0.46875
103,1
104,0.8125
105,0.53125
106,1
107,0.9375
108,0.71875
109,0.90625
110,0.65625
111,0.40625
112,0.78125
113,0.8125
114,0.4375
115,0.40625
116,0.53125
117,0.84375
118,1
119,0.65625
120,0.40625
121,0.625
122,0.625
123,0.5625
124,0.78125
125,0.5625
126,0.59375
127,1
128,0.4375
129,0.40625
130,0.96875
131,0.53125
132,1
133,0.46875
134,0.46875
135,0.46875
136,0.6875
137,0.71875
138,0.5625
139,0.40625
140,0.71875
141,1
142,0.40625
143,0.8125
144,0.5625
145,0.53125
146,1
147,0.90625
148,0.53125
149,0.53125
150,0.90625
151,0.40625
152,1
153,0.59375
154,0.625
155,0.40625
156,1
157,0.875
158,1
159,0.46875
160,0.4375
161,0.53125
162,0.4375
163,0.8125
164,0.46875
165,0.78125
166,0.40625
167,0.59375
168,0.53125
169,0.5625
170,0.875
171,0.6875
172,0.65625
173,0.875
174,0.625
175,0.40625
176,0.40625
177,0.40625
178,1
179,0.5625
180,0.46875
181,0.40625
182,0.875
183,0.40625
184,0.40625
185,1
186,0.40625
187,1
188,0.4375
189,0.625
190,0.53125
191,0.78125
192,1
193,0.5
194,0.9375
195,0.9375
196,0.96875
197,0.46875
198,0.40625
199,0.71875
200,1
201,0.84375
202,0.4375
203,0.90625
204,0.5
205,0.53125
206,0.40625
207,1
208,0.5
209,0.40625
210,0.96875
211,0.59375
212,0.84375
213,0.40625
214,1
215,0.75
216,0.875
217,0.40625
218,0.75
219,0.4375
220,0.84375
221,1
222,0.5
223,0.84375
224,0.375
225,0.75
226,1
227,0.9375
228,0.40625
229,0.8125
230,0.5625
231,0.78125
232,0.6875
233,0.5625
234,0.40625
235,0.90625
236,0.90625
237,0.6875
238,0.90625
239,1
240,0.96875
241,0.59375
242,0.84375
243,0.9375
244,1
245,0.9375
246,0.5
247,1
248,0.5
249,0.5
250,0.40625
251,0.75
252,0.40625
253,0.65625
254,0.53125
255,0.40625
256,0.4375
257,0.875
258,0.71875
259,0.4375
260,0.40625
261,1
262,0.90625
263,0.4375
264,0.96875
265,0.78125
266,0.4375
267,0.71875
268,0.84375
269,1
270,1
271,0.5
272,0.53125
273,0.6875
274,0.625
275,0.75
276,0.65625
277,0.65625
278,0.46875
279,1
280,0.4375
281,0.40625
282,0.40625
283,0.5625
284,0.59375
285,0.46875
286,0.84375
287,0.46875
288,1
289,0.84375
290,0.9375
291,0.5
292,0.40625
293,0.46875
294,0.40625
295,0.53125
296,0.46875
297,1
298,0.5625
299,0.6875
300,1
301,0.40625
302,0.59375
303,1
304,0.46875
305,0.96875
306,0.96875
307,0.6875
308,0.5
309,0.84375
310,0.40625
311,0.40625
312,1
313,0.4375
314,0.4375
315,0.5
316,0.4375
317,0.46875
318,0.53125
319,1
320,0.84375
321,0.40625
322,0.5
323,0.46875
324,0.59375
325,0.40625
326,0.46875
327,0.59375
328,0.78125
329,0.6875
330,0.53125
331,0.53125
332,1
333,0.71875
334,0.6875
335,0.46875
336,0.40625
337,0.40625
338,0.96875
339,0.40625
340,0.40625
341,0.625
342,1
343,1
344,0.96875
345,0.9375
346,0.75
347,0.59375
348,0.71875
349,0.84375
350,1
351,0.46875
352,0.40625
353,0.375
354,0.46875
355,0.53125
356,0.46875
357,0.46875
358,0.4375
359,0.53125
360,0.46875
361,0.40625
362,0.46875
363,0.71875
364,0.40625
365,1
366,1
367,1
368,0.59375
369,0.90625
370,1
371,0.5
372,0.96875
373,1
374,0.40625
375,0.40625
376,0.9375
377,0.78125
378,0.40625
379,0.4375
380,0.46875
381,0.40625
382,0.40625
383,0.59375
384,0.5625
385,0.8125
386,1
387,0.4375
388,0.75
389,0.4375
390,0.40625
391,1
392,0.53125
393,0.4375
394,0.625
395,0.46875
396,0.71875
397,0.59375
398,0.59375
399,1
400,0.5625
401,0.65625
402,0.5
403,0.9375
404,0.53125
405,0.78125
406,0.71875
407,0.40625
408,0.59375
409,0.40625
410,0.4375
411,0.53125
412,0.40625
413,0.9375
414,0.5
415,0.40625
416,0.5625
417,0.96875
418,0.59375
419,1
420,0.65625
421,1
422,0.46875
423,0.875
424,0.46875
425,1
426,1
427,0.40625
428,0.40625
429,0.59375
430,0.40625
431,0.5625
432,0.40625
433,0.4375
434,0.96875
435,0.8125
436,1
437,0.59375
438,0.5625
439,0.53125
440,0.8125
441,0.78125
442,0.78125
443,1
444,0.53125
445,0.59375
446,0.5625
447,0.40625
448,1
449,1
450,1
451,0.4375
452,0.9375
453,1
454,0.53125
455,1
456,0.40625
457,0.84375
458,0.53125
459,0.75
460,0.4375
461,0.59375
462,0.75
463,0.4375
464,0.40625
465,0.40625
466,0.84375
467,0.6875
468,0.90625
469,0.90625
470,0.53125
471,0.4375
472,0.46875
473,0.75
474,0.53125
475,1
476,0.5
477,0.40625
478,0.40625
479,0.6875
480,0.90625
481,0.4375
482,0.75
483,0.40625
484,0.40625
485,0.40625
486,0.40625
487,0.4375
488,0.6875
489,0.625
490,0.90625
491,0.65625
492,1
493,0.40625
494,0.5625
495,1
496,1
497,0.6875
498,0.78125
499,0.40625
500,0.6875
501,0.53125
502,0.46875
503,0.65625
504,0.40625
505,0.84375
506,0.4375
507,1
508,0.65625
509,0.78125
510,0.6875
511,0.4375
512,0.40625
513,0.40625
514,0.65625
515,0.375
516,0.4375
517,1
518,0.59375
519,1
520,0.9375
521,0.53125
522,0.46875
523,0.78125
524,0.40625
525,0.5625
526,0.53125
527,0.46875
528,0.78125
529,0.9375
530,0.46875
531,0.40625
532,0.78125
533,0.90625
534,0.875
535,0.75
536,0.53125
537,0.5
538,0.5
539,0.5625
540,0.84375
541,0.59375
542,0.84375
543,0.5
544,0.59375
545,0.59375
546,0.4375
547,0.84375
548,0.625
549,0.40625
550,0.65625
551,0.40625
552,0.6875
553,0.40625
554,0.6875
555,0.625
556,1
557,0.6875
558,0.625
559,0.5625
560,0.40625
561,0.78125
562,0.4375
563,0.8125
564,0.375
565,0.46875
566,0.46875
567,0.6875
568,0.5
569,0.46875
570,0.4375
571,0.9375
572,0.40625
573,0.40625
574,0.75
575,0.5
576,0.75
577,1
578,0.40625
579,0.65625
580,0.75
581,0.5625
582,0.4375
583,0.59375
584,0.4375
585,0.78125
586,0.5625
587,0.40625
588,0.5
589,0.4375
590,0.46875
591,0.8125
592,0.625
593,0.46875
594,0.90625
595,0.53125
596,0.5625
597,0.40625
598,0.40625
599,0.75
600,0.96875
601,0.5625
602,1
603,0.40625
604,0.40625
605,1
606,0.4375
607,0.46875
608,1
609,0.46875
610,0.96875
611,0.71875
612,0.71875
613,0.625
614,1
615,1
616,0.875
617,0.4375
618,0.4375
619,0.40625
620,0.5625
621,0.4375
622,1
623,0.40625
624,0.875
625,0.4375
626,0.625
627,0.46875
628,0.9375
629,1
630,0.5
631,0.75
632,0.46875
633,0.40625
634,0.78125
635,0.84375
636,1
637,0.40625
638,0.6875
639,0.40625
640,1
641,0.75
642,0.46875
643,0.6875
644,0.625
645,0.6875
646,0.5625
647,1
648,0.9375
649,0.40625
650,0.6875
651,1
652,0.53125
653,0.75
654,0.46875
655,0.78125
656,0.4375
657,0.84375
658,1
659,0.59375
660,0.9375
661,0.9375
662,0.8125
663,0.625
664,0.96875
665,0.46875
666,0.4375
667,0.40625
668,0.59375
669,0.6875
670,0.46875
671,0.40625
672,0.9375
673,0.84375
674,0.53125
675,1
676,0.71875
677,0.40625
678,1
679,0.84375
680,0.6875
681,0.59375
682,0.625
683,0.96875
684,1
685,0.5625
686,0.90625
687,0.75
688,0.78125
689,0.53125
690,0.46875
691,0.40625
692,0.96875
693,0.53125
694,0.8125
695,0.4375
696,0.40625
697,0.90625
698,0.5
699,0.46875
700,0.40625
701,0.75
702,0.96875
703,0.5
704,0.78125
705,0.40625
706,1
707,0.5
708,0.96875
709,0.40625
710,0.5625
711,0.625
712,0.78125
713,0.40625
714,0.59375
715,0.4375
716,0.90625
717,0.4375
718,0.40625
719,0.59375
720,0.8125
721,1
722,0.9375
723,0.84375
724,0.40625
725,0.40625
726,0.4375
727,0.96875
728,1
729,0.75
730,0.5
731,0.40625
732,0.40625
733,0.40625
734,0.96875
735,0.90625
736,0.78125
737,0.4375
738,0.875
739,0.40625
740,1
741,0.46875
742,1
743,0.6875
744,0.46875
745,0.375
746,0.53125
747,0.6875
748,0.53125
749,0.40625
750,0.71875
751,1
752,0.90625
753,1
754,0.5
755,0.71875
756,0.9375
757,0.53125
758,0.8125
759,0.40625
760,0.40625
761,0.875
762,0.40625
763,1
764,0.46875
765,0.5
766,0.78125
767,0.75
768,0.53125
769,0.71875
770,0.4375
771,0.65625
772,0.8125
773,0.5625
774,0.375
775,0.375
776,0.40625
777,0.84375
778,0.4375
779,1
780,0.875
781,0.65625
782,0.40625
783,0.9375
784,0.96875
785,0.6875
786,0.84375
787,0.875
788,0.53125
789,0.5
790,1
791,0.40625
792,0.84375
793,0.65625
794,0.6875
795,0.75
796,0.40625
797,0.75
798,0.46875
799,0.65625
800,0.9375
801,0.5
802,0.59375
803,0.75
804,0.71875
805,0.5
806,0.40625
807,1
808,0.96875
809,0.6875
810,0.4375
811,0.40625
812,0.53125
813,0.5
814,0.65625
815,0.4375
816,0.65625
817,0.5
818,1
819,0.9375
820,0.5625
821,0.4375
822,0.78125
823,0.625
824,1
825,0.4375
826,0.5625
827,0.75
828,0.625
829,0.9375
830,0.71875
831,0.71875
832,1
833,0.71875
834,0.875
835,0.65625
836,1
837,0.46875
838,0.9375
839,0.5
840,1
841,0.71875
842,0.625
843,0.78125
844,0.78125
845,0.71875
846,0.5
847,0.40625
848,1
849,0.78125
850,1
851,1
852,0.40625
853,0.96875
854,0.4375
855,0.5
856,0.40625
857,0.5
858,0.46875
859,0.75
860,1
861,0.90625
862,0.625
863,0.40625
864,0.78125
865,0.71875
866,0.9375
867,0.9375
868,0.84375
869,0.53125
870,0.59375
871,0.65625
872,0.40625
873,0.5
874,1
875,0.75
876,0.40625
877,1
878,0.40625
879,1
880,0.96875
881,1
882,0.96875
883,0.46875
884,0.875
885,1
886,0.75
887,0.75
888,0.46875
889,0.5
890,1
891,0.6875
892,0.40625
893,1
894,0.84375
895,1
896,0.8125
897,1
898,1
899,0.5625
900,0.90625
901,0.8125
902,0.9375
903,0.59375
904,0.5
905,0.40625
906,0.6875
907,0.78125
908,1
909,0.84375
910,0.8125
911,1
912,0.625
913,0.78125
914,0.5625
915,0.5
916,0.75
917,0.46875
918,0.71875
919,0.53125
920,0.46875
921,0.8125
922,1
923,0.65625
924,0.40625
925,0.4375
926,0.5625
927,0.65625
928,0.6875
929,0.40625
930,0.625
931,0.4375
932,1
933,0.875
934,0.5625
935,0.5625
936,0.625
937,0.9375
938,0.78125
939,0.40625
940,0.46875
941,0.4375
942,1
943,1
944,0.4375
945,0.46875
946,0.6875
947,0.65625
948,0.53125
949,0.96875
950,1
951,0.9375
952,0.90625
953,0.5
954,1
955,0.8125
956,0.625
957,0.84375
958,0.90625
959,0.84375
960,0.625
961,0.90625
962,0.40625
963,1
964,0.4375
965,1
966,0.65625
967,0.71875
968,0.78125
969,0.40625
970,0.5
971,0.6875
972,0.59375
973,0.71875
974,1
975,0.5
976,1
977,0.875
978,1
979,0.46875
980,0.59375
981,0.46875
982,0.6875
983,0.65625
984,0.625
985,0.53125
986,0.40625
987,0.46875
988,0.40625
989,0.84375
990,0.40625
991,0.8125
992,0.40625
993,0.40625
994,0.75
995,0.4375
996,1
997,0.875
998,0.71875
999,0.6875
1000,0.75
1001,0.53125
1002,0.375
1003,0.875
1004,0.40625
1005,0.59375
1006,1
1007,0.46875
1008,0.71875
1009,0.96875
1010,0.40625
1011,0.40625
1012,0.625
1013,0.46875
1014,0.40625
